Unique_User_ID;Subscription_Month_Start_Date;Subscription_Month_End_Date;Cancellation_Request_Date;City_ID
16531404;02/02/2016;03/01/2016;NULL;3
16787706;02/02/2016;03/01/2016;NULL;1
16840940;02/02/2016;03/01/2016;NULL;2
16855518;02/02/2016;03/01/2016;NULL;3
17428490;02/02/2016;03/01/2016;NULL;1
17458099;02/02/2016;03/01/2016;NULL;2
30446812;02/06/2016;03/05/2016;15/02/2016;1
18237212;02/02/2016;03/01/2016;NULL;3
18421823;02/02/2016;03/01/2016;NULL;3
18422591;02/02/2016;03/01/2016;NULL;2
18545533;02/02/2016;03/01/2016;NULL;2
18806280;02/02/2016;03/01/2016;NULL;1
18939254;02/02/2016;03/01/2016;NULL;2
18949724;02/02/2016;03/01/2016;NULL;1
19193867;02/02/2016;03/01/2016;NULL;1
45406126;02/09/2016;03/08/2016;15/02/2016;3
20005907;02/02/2016;03/01/2016;NULL;3
20090893;02/02/2016;03/01/2016;NULL;2
20567920;02/02/2016;03/01/2016;NULL;2
20816609;02/02/2016;03/01/2016;NULL;2
15689773;02/04/2016;03/03/2016;16/02/2016;2
40586271;02/05/2016;03/04/2016;16/02/2016;2
21621488;02/02/2016;03/01/2016;NULL;2
21625677;02/02/2016;03/01/2016;NULL;2
22420916;02/02/2016;03/01/2016;NULL;2
22444207;02/02/2016;03/01/2016;NULL;1
22902834;02/02/2016;03/01/2016;NULL;1
23486259;02/02/2016;03/01/2016;NULL;1
23611361;02/02/2016;03/01/2016;NULL;1
23657605;02/02/2016;03/01/2016;NULL;3
23684572;02/02/2016;03/01/2016;NULL;1
24140504;02/02/2016;03/01/2016;NULL;1
24262546;02/02/2016;03/01/2016;NULL;3
24377003;02/02/2016;03/01/2016;NULL;3
24445998;02/02/2016;03/01/2016;NULL;2
24513997;02/02/2016;03/01/2016;NULL;1
24535330;02/02/2016;03/01/2016;NULL;3
24555099;02/02/2016;03/01/2016;NULL;3
24937690;02/02/2016;03/01/2016;NULL;3
25170730;02/02/2016;03/01/2016;NULL;1
25492644;02/02/2016;03/01/2016;NULL;2
25595604;02/02/2016;03/01/2016;NULL;2
25705964;02/02/2016;03/01/2016;NULL;3
26003719;02/02/2016;03/01/2016;NULL;2
26016740;02/02/2016;03/01/2016;NULL;1
26305364;02/02/2016;03/01/2016;NULL;3
26477146;02/02/2016;03/01/2016;NULL;2
26780816;02/02/2016;03/01/2016;NULL;1
26910691;02/02/2016;03/01/2016;NULL;1
27104938;02/02/2016;03/01/2016;NULL;3
27692390;02/02/2016;03/01/2016;NULL;3
28023765;02/02/2016;03/01/2016;NULL;2
28130829;02/02/2016;03/01/2016;NULL;1
43674166;02/06/2016;03/05/2016;16/02/2016;2
28490102;02/02/2016;03/01/2016;NULL;3
28692463;02/02/2016;03/01/2016;NULL;1
29154414;02/02/2016;03/01/2016;NULL;2
29202914;02/02/2016;03/01/2016;NULL;3
29250712;02/02/2016;03/01/2016;NULL;3
29664060;02/02/2016;03/01/2016;NULL;2
29804146;02/02/2016;03/01/2016;NULL;2
29894687;02/02/2016;03/01/2016;NULL;1
30378702;02/02/2016;03/01/2016;NULL;2
31545760;02/09/2016;03/08/2016;16/02/2016;2
30732825;02/02/2016;03/01/2016;NULL;3
41328981;2/16/16;3/15/16;16/02/2016;1
31079737;02/02/2016;03/01/2016;NULL;3
31119237;02/02/2016;03/01/2016;NULL;2
31181950;02/02/2016;03/01/2016;NULL;2
31430510;02/02/2016;03/01/2016;NULL;2
31440904;02/02/2016;03/01/2016;NULL;2
32117401;02/02/2016;03/01/2016;NULL;1
32168872;02/02/2016;03/01/2016;NULL;2
32263237;02/02/2016;03/01/2016;NULL;1
32479814;02/02/2016;03/01/2016;NULL;1
32663471;02/02/2016;03/01/2016;NULL;1
42776900;02/01/2016;2/29/16;17/02/2016;2
33172604;02/02/2016;03/01/2016;NULL;3
33272475;02/02/2016;03/01/2016;NULL;3
33601802;02/02/2016;03/01/2016;NULL;1
33602347;02/02/2016;03/01/2016;NULL;3
28978059;02/04/2016;03/03/2016;17/02/2016;3
33780258;02/02/2016;03/01/2016;NULL;3
34127371;02/02/2016;03/01/2016;NULL;3
34364691;02/02/2016;03/01/2016;NULL;2
34599526;02/02/2016;03/01/2016;NULL;1
34920611;02/02/2016;03/01/2016;NULL;2
35355609;02/02/2016;03/01/2016;NULL;3
35445745;02/02/2016;03/01/2016;NULL;1
36165727;02/02/2016;03/01/2016;NULL;3
36221750;02/02/2016;03/01/2016;NULL;3
36412909;02/02/2016;03/01/2016;NULL;3
36514261;02/02/2016;03/01/2016;NULL;1
36871422;02/02/2016;03/01/2016;NULL;1
37248062;02/02/2016;03/01/2016;NULL;2
37577773;02/02/2016;03/01/2016;NULL;3
37690482;02/02/2016;03/01/2016;NULL;1
37907767;02/02/2016;03/01/2016;NULL;2
38032151;02/02/2016;03/01/2016;NULL;3
38470494;02/02/2016;03/01/2016;NULL;2
38613575;02/02/2016;03/01/2016;NULL;3
24225978;02/05/2016;03/04/2016;17/02/2016;2
38768637;02/02/2016;03/01/2016;NULL;3
38809740;02/02/2016;03/01/2016;NULL;3
38938931;02/02/2016;03/01/2016;NULL;3
38940476;02/02/2016;03/01/2016;NULL;1
39839858;02/02/2016;03/01/2016;NULL;2
40408670;02/02/2016;03/01/2016;NULL;3
40442584;02/02/2016;03/01/2016;NULL;1
40624106;02/02/2016;03/01/2016;NULL;2
40662097;02/02/2016;03/01/2016;NULL;2
38472532;02/07/2016;03/06/2016;17/02/2016;1
41017379;02/02/2016;03/01/2016;NULL;3
42001697;02/02/2016;03/01/2016;NULL;3
42049734;02/02/2016;03/01/2016;NULL;1
42280682;02/02/2016;03/01/2016;NULL;1
42545869;02/02/2016;03/01/2016;NULL;3
42761695;02/02/2016;03/01/2016;NULL;3
32566317;02/08/2016;03/07/2016;17/02/2016;3
43352913;02/02/2016;03/01/2016;NULL;3
43739025;02/02/2016;03/01/2016;NULL;2
43827322;02/02/2016;03/01/2016;NULL;2
43860242;02/02/2016;03/01/2016;NULL;3
44158088;02/02/2016;03/01/2016;NULL;2
44310329;02/02/2016;03/01/2016;NULL;1
44470690;02/02/2016;03/01/2016;NULL;3
44694119;02/02/2016;03/01/2016;NULL;3
23455087;02/10/2016;03/09/2016;17/02/2016;1
44841006;02/02/2016;03/01/2016;NULL;1
45031026;02/02/2016;03/01/2016;NULL;3
45139581;02/02/2016;03/01/2016;NULL;2
45502972;02/02/2016;03/01/2016;NULL;1
45741161;02/02/2016;03/01/2016;NULL;1
45888142;02/02/2016;03/01/2016;NULL;3
46362623;02/02/2016;03/01/2016;NULL;2
46442173;02/02/2016;03/01/2016;NULL;3
32827002;02/01/2016;2/29/16;18/02/2016;3
47221493;02/02/2016;03/01/2016;NULL;1
47344153;02/02/2016;03/01/2016;NULL;3
47666654;02/02/2016;03/01/2016;NULL;2
47992710;02/02/2016;03/01/2016;NULL;3
48108417;02/02/2016;03/01/2016;NULL;1
48151232;02/02/2016;03/01/2016;NULL;1
48409352;02/02/2016;03/01/2016;NULL;3
48611811;02/02/2016;03/01/2016;NULL;2
48753076;02/02/2016;03/01/2016;NULL;2
48771654;02/02/2016;03/01/2016;NULL;1
48900567;02/02/2016;03/01/2016;NULL;1
48985408;02/02/2016;03/01/2016;NULL;1
49399356;02/02/2016;03/01/2016;NULL;2
49619175;02/02/2016;03/01/2016;NULL;3
49892454;02/02/2016;03/01/2016;NULL;2
10488426;02/03/2016;03/02/2016;NULL;1
10501260;02/03/2016;03/02/2016;NULL;1
10679049;02/03/2016;03/02/2016;NULL;1
11185275;02/03/2016;03/02/2016;NULL;3
11518072;02/03/2016;03/02/2016;NULL;2
12014622;02/03/2016;03/02/2016;NULL;2
14945526;02/02/2016;03/01/2016;18/02/2016;3
12556001;02/03/2016;03/02/2016;NULL;1
13013640;02/03/2016;03/02/2016;NULL;2
13212957;02/03/2016;03/02/2016;NULL;2
20787918;02/04/2016;03/03/2016;18/02/2016;3
31237189;02/04/2016;03/03/2016;18/02/2016;3
13299557;02/03/2016;03/02/2016;NULL;2
14044034;02/03/2016;03/02/2016;NULL;1
14385087;02/03/2016;03/02/2016;NULL;2
14421061;02/03/2016;03/02/2016;NULL;2
14624292;02/03/2016;03/02/2016;NULL;3
14899069;02/03/2016;03/02/2016;NULL;1
14967205;02/03/2016;03/02/2016;NULL;3
15180376;02/03/2016;03/02/2016;NULL;1
15458965;02/03/2016;03/02/2016;NULL;1
15507075;02/03/2016;03/02/2016;NULL;3
15648551;02/03/2016;03/02/2016;NULL;1
15832356;02/03/2016;03/02/2016;NULL;2
15929037;02/03/2016;03/02/2016;NULL;3
20782712;02/05/2016;03/04/2016;18/02/2016;3
17274412;02/03/2016;03/02/2016;NULL;1
17427011;02/03/2016;03/02/2016;NULL;2
17575094;02/03/2016;03/02/2016;NULL;2
18077772;02/03/2016;03/02/2016;NULL;3
18192805;02/03/2016;03/02/2016;NULL;2
13697485;02/09/2016;03/08/2016;18/02/2016;2
18646408;02/03/2016;03/02/2016;NULL;2
15574321;02/09/2016;03/08/2016;18/02/2016;3
19006884;02/03/2016;03/02/2016;NULL;2
19077955;02/03/2016;03/02/2016;NULL;3
19137968;02/03/2016;03/02/2016;NULL;2
22692350;02/09/2016;03/08/2016;18/02/2016;1
19829520;02/03/2016;03/02/2016;NULL;3
41710996;2/14/16;3/13/16;18/02/2016;1
19994480;02/03/2016;03/02/2016;NULL;3
20171078;02/03/2016;03/02/2016;NULL;3
20199104;02/03/2016;03/02/2016;NULL;2
20254383;02/03/2016;03/02/2016;NULL;1
20484698;02/03/2016;03/02/2016;NULL;3
20938186;02/03/2016;03/02/2016;NULL;2
21152822;02/03/2016;03/02/2016;NULL;3
21322973;02/03/2016;03/02/2016;NULL;3
21348033;02/03/2016;03/02/2016;NULL;1
21394083;02/03/2016;03/02/2016;NULL;1
21623266;02/03/2016;03/02/2016;NULL;2
21637623;02/03/2016;03/02/2016;NULL;3
21957402;02/03/2016;03/02/2016;NULL;2
22027388;02/03/2016;03/02/2016;NULL;2
22218215;02/03/2016;03/02/2016;NULL;1
22242120;02/03/2016;03/02/2016;NULL;3
22989152;02/03/2016;03/02/2016;NULL;3
22990232;02/03/2016;03/02/2016;NULL;3
22992804;02/03/2016;03/02/2016;NULL;1
23077609;02/03/2016;03/02/2016;NULL;3
23414666;02/03/2016;03/02/2016;NULL;3
23450870;02/03/2016;03/02/2016;NULL;2
23712925;02/03/2016;03/02/2016;NULL;2
23911553;02/03/2016;03/02/2016;NULL;2
24002759;02/03/2016;03/02/2016;NULL;2
24220959;02/03/2016;03/02/2016;NULL;2
24310535;02/03/2016;03/02/2016;NULL;2
24639620;02/03/2016;03/02/2016;NULL;2
24926008;02/03/2016;03/02/2016;NULL;1
25319306;02/03/2016;03/02/2016;NULL;3
26060559;02/03/2016;03/02/2016;NULL;3
20129040;2/15/16;3/14/16;18/02/2016;3
27128388;02/03/2016;03/02/2016;NULL;1
13397581;2/17/16;3/16/16;18/02/2016;1
27501965;02/03/2016;03/02/2016;NULL;2
27595991;02/03/2016;03/02/2016;NULL;3
28088307;02/03/2016;03/02/2016;NULL;1
28607077;02/03/2016;03/02/2016;NULL;1
28788162;02/03/2016;03/02/2016;NULL;3
29153778;02/03/2016;03/02/2016;NULL;2
29484932;02/03/2016;03/02/2016;NULL;3
29549812;02/03/2016;03/02/2016;NULL;1
29864688;02/03/2016;03/02/2016;NULL;3
29888054;02/03/2016;03/02/2016;NULL;2
30309837;02/03/2016;03/02/2016;NULL;2
30409685;02/03/2016;03/02/2016;NULL;1
30443502;02/03/2016;03/02/2016;NULL;3
30529752;02/03/2016;03/02/2016;NULL;3
30608362;02/03/2016;03/02/2016;NULL;1
30680886;02/03/2016;03/02/2016;NULL;2
30741568;02/03/2016;03/02/2016;NULL;1
30933462;02/03/2016;03/02/2016;NULL;2
30951444;02/03/2016;03/02/2016;NULL;2
30974752;02/03/2016;03/02/2016;NULL;2
31066316;02/03/2016;03/02/2016;NULL;1
31451114;02/03/2016;03/02/2016;NULL;3
31671024;02/03/2016;03/02/2016;NULL;2
31777277;02/03/2016;03/02/2016;NULL;2
31832716;02/03/2016;03/02/2016;NULL;2
46310692;02/10/2016;03/09/2016;19/02/2016;2
32064814;02/03/2016;03/02/2016;NULL;2
32246142;02/03/2016;03/02/2016;NULL;3
32562571;02/03/2016;03/02/2016;NULL;1
32748574;02/03/2016;03/02/2016;NULL;3
32758004;02/03/2016;03/02/2016;NULL;3
27096336;2/15/16;3/14/16;19/02/2016;2
32975578;02/03/2016;03/02/2016;NULL;1
32986642;02/03/2016;03/02/2016;NULL;1
33152403;02/03/2016;03/02/2016;NULL;1
22723545;2/19/16;3/18/16;19/02/2016;3
33933845;02/03/2016;03/02/2016;NULL;3
34365504;02/03/2016;03/02/2016;NULL;1
34439128;02/03/2016;03/02/2016;NULL;2
34571433;02/03/2016;03/02/2016;NULL;1
34765512;02/03/2016;03/02/2016;NULL;2
12446422;02/03/2016;03/02/2016;20/02/2016;1
34901938;02/03/2016;03/02/2016;NULL;3
34944284;02/03/2016;03/02/2016;NULL;1
34952468;02/03/2016;03/02/2016;NULL;1
35149887;02/03/2016;03/02/2016;NULL;1
27986931;02/05/2016;03/04/2016;20/02/2016;2
35760989;02/03/2016;03/02/2016;NULL;3
36033475;02/03/2016;03/02/2016;NULL;2
36105879;02/03/2016;03/02/2016;NULL;2
36180934;02/03/2016;03/02/2016;NULL;2
36359681;02/03/2016;03/02/2016;NULL;3
36465134;02/03/2016;03/02/2016;NULL;3
36667216;02/03/2016;03/02/2016;NULL;1
36745457;02/03/2016;03/02/2016;NULL;1
36812393;02/03/2016;03/02/2016;NULL;1
37609974;02/03/2016;03/02/2016;NULL;3
17634740;02/09/2016;03/08/2016;20/02/2016;3
37748133;02/03/2016;03/02/2016;NULL;3
32492432;2/16/16;3/15/16;20/02/2016;1
38444866;02/03/2016;03/02/2016;NULL;3
49325778;2/16/16;3/15/16;20/02/2016;2
38797009;02/03/2016;03/02/2016;NULL;3
38840052;02/03/2016;03/02/2016;NULL;1
38891008;02/03/2016;03/02/2016;NULL;3
39119423;02/03/2016;03/02/2016;NULL;2
39486646;02/03/2016;03/02/2016;NULL;1
39592370;02/03/2016;03/02/2016;NULL;1
39715730;02/03/2016;03/02/2016;NULL;3
40028815;02/03/2016;03/02/2016;NULL;3
25637229;2/20/16;3/19/16;20/02/2016;2
40826221;02/03/2016;03/02/2016;NULL;3
41179385;02/03/2016;03/02/2016;NULL;3
41310733;02/03/2016;03/02/2016;NULL;1
41520641;02/03/2016;03/02/2016;NULL;2
15171014;02/01/2016;2/29/16;21/02/2016;3
41727468;02/03/2016;03/02/2016;NULL;2
42025943;02/03/2016;03/02/2016;NULL;1
49584825;02/04/2016;03/03/2016;21/02/2016;1
42241437;02/03/2016;03/02/2016;NULL;3
31944975;02/05/2016;03/04/2016;21/02/2016;1
42319670;02/03/2016;03/02/2016;NULL;1
42420675;02/03/2016;03/02/2016;NULL;2
42498112;02/03/2016;03/02/2016;NULL;1
42523167;02/03/2016;03/02/2016;NULL;2
42583187;02/03/2016;03/02/2016;NULL;2
43025437;02/03/2016;03/02/2016;NULL;1
43077666;02/03/2016;03/02/2016;NULL;3
43102058;02/03/2016;03/02/2016;NULL;1
43442704;02/03/2016;03/02/2016;NULL;1
43519180;02/03/2016;03/02/2016;NULL;2
43638153;02/03/2016;03/02/2016;NULL;2
43702900;02/03/2016;03/02/2016;NULL;1
43810979;02/03/2016;03/02/2016;NULL;2
43837748;02/03/2016;03/02/2016;NULL;2
44079004;02/03/2016;03/02/2016;NULL;1
44109681;02/03/2016;03/02/2016;NULL;1
44543616;02/03/2016;03/02/2016;NULL;1
44566815;02/03/2016;03/02/2016;NULL;2
44571241;02/03/2016;03/02/2016;NULL;1
44911742;02/03/2016;03/02/2016;NULL;2
45143114;02/03/2016;03/02/2016;NULL;3
45302403;02/03/2016;03/02/2016;NULL;3
45603754;02/03/2016;03/02/2016;NULL;1
45639847;02/03/2016;03/02/2016;NULL;1
45651510;02/03/2016;03/02/2016;NULL;3
46380575;02/03/2016;03/02/2016;NULL;1
46423589;02/03/2016;03/02/2016;NULL;3
46651707;02/03/2016;03/02/2016;NULL;3
46695691;02/03/2016;03/02/2016;NULL;3
47224006;02/03/2016;03/02/2016;NULL;2
47235745;02/03/2016;03/02/2016;NULL;3
47479955;02/03/2016;03/02/2016;NULL;2
47972972;02/03/2016;03/02/2016;NULL;2
48067640;02/03/2016;03/02/2016;NULL;2
48092406;02/03/2016;03/02/2016;NULL;1
48119705;02/03/2016;03/02/2016;NULL;2
48202423;02/03/2016;03/02/2016;NULL;3
48337917;02/03/2016;03/02/2016;NULL;3
48575740;02/03/2016;03/02/2016;NULL;1
14834807;02/07/2016;03/06/2016;21/02/2016;3
48933717;02/03/2016;03/02/2016;NULL;3
48947034;02/03/2016;03/02/2016;NULL;1
48993254;02/03/2016;03/02/2016;NULL;3
49145774;02/03/2016;03/02/2016;NULL;2
49527185;02/03/2016;03/02/2016;NULL;3
49563640;02/03/2016;03/02/2016;NULL;2
49733079;02/03/2016;03/02/2016;NULL;3
41083755;02/07/2016;03/06/2016;21/02/2016;3
10052216;02/04/2016;03/03/2016;NULL;3
10527424;02/04/2016;03/03/2016;NULL;2
10642572;02/04/2016;03/03/2016;NULL;1
10719769;02/04/2016;03/03/2016;NULL;2
45802172;02/10/2016;03/09/2016;21/02/2016;1
10932060;02/04/2016;03/03/2016;NULL;1
11726282;02/04/2016;03/03/2016;NULL;1
11971189;02/04/2016;03/03/2016;NULL;1
12219836;02/04/2016;03/03/2016;NULL;3
12407340;02/04/2016;03/03/2016;NULL;1
12566770;02/04/2016;03/03/2016;NULL;1
12945997;02/04/2016;03/03/2016;NULL;1
13400188;02/04/2016;03/03/2016;NULL;3
15532546;02/11/2016;03/10/2016;21/02/2016;3
13622579;02/04/2016;03/03/2016;NULL;1
13649406;02/04/2016;03/03/2016;NULL;2
13815462;02/04/2016;03/03/2016;NULL;1
13934732;02/04/2016;03/03/2016;NULL;3
